name,subject0,subject1,subject2,subject3
Charles Higginbotham,7.7,1.1,9.2,3.5
Rickey Smith,7.9,0.2,4.2,3.8
Doris Davies,2.5,4.8,2.3,4.4
Russell Hermans,7.1,9.0,5.4,9.6
Maryann Miraglia,10.0,0.6,2.5,1.5
Mary Abney,9.9,5.7,2.7,2.5
Elsie Freeman,6.2,0.0,0.0,6.7
Shirley Wright,0.8,2.9,1.0,8.5
John Brennan,8.4,10.0,4.5,3.0
Hector Christensen,7.6,2.2,5.9,8.0
Alan Gotto,5.9,7.8,8.9,6.0
Maria Lane,0.8,3.9,9.2,10.0
Rodney Cozart,10.0,0.5,10.0,2.8
Christopher Zeck,3.1,5.2,8.7,0.0
William Chapman,2.6,6.3,4.2,9.0
Nicole Eskola,4.2,1.8,1.5,8.8
Janice Hymes,7.4,6.0,3.9,4.9
Joe Luhnow,10.0,7.0,8.1,8.4
Diane Boggan,8.7,10.0,7.4,2.3
Mary Villanueva,0.9,5.3,0.5,2.1
Mary Snell,5.2,7.5,9.8,6.7
Edgar Brawer,5.9,7.9,3.5,6.3
Elva Galloway,0.1,6.0,2.4,5.4
Margaret Bailey,4.4,2.7,6.4,5.0
Jimmy Sultemeier,1.4,4.6,8.9,1.7
James Ramirez,0.4,5.0,7.9,9.3
Latonia Milosevic,6.3,1.0,10.0,5.8
Irma Hughes,0.4,1.2,6.9,4.2
Francisco Bianchi,10.0,5.6,6.9,9.8
Beverly Hardman,3.6,6.1,10.0,5.7
Amber Vansumeren,8.9,9.1,2.4,10.0
Martina Gilmore,6.4,0.0,2.0,8.6
Michael Higginbotham,0.6,1.0,6.7,9.0
David Barnett,6.5,4.4,0.5,7.2
Joseph Clarke,7.8,8.4,8.4,2.8
Aurora Barker,1.4,9.6,0.9,8.2
Deborah Connor,1.2,1.8,1.5,4.1
Henry Aguilar,6.8,4.7,9.0,2.5
Mildred Young,5.4,6.6,9.1,6.3
Margaret Tyre,6.7,4.2,0.4,7.7
Lisa Cortes,2.0,4.2,9.1,2.1
Charles Sawyer,5.6,5.3,7.4,2.1
Patricia Pierce,8.5,6.1,1.8,8.1
Cesar Roberts,4.9,10.0,3.9,9.6
Craig Burney,7.7,5.5,4.0,4.6
Tracy Brown,5.7,8.7,8.5,7.2
John Camacho,10.0,9.7,4.5,0.4
Donald Benavides,4.1,9.2,1.4,0.6
Evan Emanuel,9.5,2.4,0.3,0.5
Elaine Banks,0.1,0.5,4.7,5.6
Luis Crabtree,4.9,0.8,6.6,7.5
Bruce Mcbean,7.0,1.7,5.5,1.0
Janet Bryant,0.3,9.7,3.9,2.8
Herma Gerbatz,6.2,2.4,10.0,9.6
Herbert Pray,10.0,0.4,2.7,1.9
Joseph Pearson,1.4,6.5,5.6,3.8
Virginia Orlikowski,3.5,9.9,9.2,6.8
Marvin Grandy,8.4,8.3,0.2,2.6
Thomas Wright,4.3,8.7,9.8,2.4
Carol Jones,5.9,0.8,4.1,2.3
Benjamin Hall,6.6,3.8,0.9,10.0
Lula Evans,6.6,5.8,5.0,7.0
Eddie Davis,1.5,10.0,4.4,7.8
Joe Krebs,5.0,5.2,0.4,3.0
Grace Hayhoe,7.2,3.0,3.3,9.6
Robert Rose,1.2,8.3,1.4,10.0
Juanita Hertel,0.0,9.9,3.8,10.0
Stella Rodriguez,4.6,0.3,9.1,5.2
Linda Williams,5.1,1.1,5.1,1.8
Erika Wilson,7.7,1.1,1.6,6.4
Martin Larez,6.4,5.2,10.0,10.0
Damian Hansen,4.4,0.9,6.5,10.0
Chris Moss,9.4,1.0,6.9,3.9
Francisca Kim,2.4,3.2,6.7,4.8
Thomas Johnson,5.5,2.9,4.3,0.1
Janice Lopez,10.0,10.0,3.8,7.5
Launa Bernal,8.2,10.0,9.8,9.1
Alejandrina Gallup,0.8,3.4,3.5,9.6
Keith Roberson,9.9,2.3,1.1,10.0
Thelma Shuler,8.3,7.3,3.1,9.4
Albert Yates,6.2,0.5,8.6,8.5
Carolyn Navarro,10.0,9.1,7.4,0.4
Mark Strahl,8.0,5.0,6.2,8.9
Eleanor Remy,10.0,8.2,9.2,0.9
Mary Phillips,7.5,7.0,10.0,9.0
Dominick Harris,6.8,5.9,5.6,6.4
Abdul Babb,6.7,8.1,8.5,10.0
Janice Martin,8.8,2.4,8.4,9.2
Lisa Smothers,2.6,7.3,1.2,10.0
Marvin Fonseca,9.8,5.7,8.0,6.2
Jesse Fredrick,8.0,8.2,1.8,5.4
Kara Pope,4.7,8.1,5.5,10.0
Cathy Leech,6.8,1.8,4.3,2.9
Thomas Howell,0.3,4.2,2.4,9.5
Jean Deharo,2.0,4.3,3.5,2.4
Stanley Thompson,5.4,7.2,6.4,9.8
Amanda Stone,7.1,4.9,0.0,5.9
Jack Humphrey,4.6,2.5,8.7,7.4
John Camp,7.0,1.8,10.0,3.2
Norman Jones,5.9,2.8,0.4,8.2
Aileen Boehm,2.0,4.1,9.4,0.6
Jaime Franklin,0.8,9.6,3.0,3.5
Keith Montgomery,10.0,3.0,10.0,0.1
Philip Courtney,6.7,7.9,6.7,1.5
Dean Garcia,4.8,4.9,7.8,0.0
Donald Fuller,4.5,8.2,5.3,10.0
Denise Cincotta,10.0,1.5,8.4,10.0
Sara Waggoner,2.7,3.9,6.7,4.0
Rafael Padilla,3.6,7.7,5.2,3.4
William Becnel,8.3,6.0,5.9,7.8
Carl Doherty,2.9,10.0,1.0,10.0
Anthony Warren,2.4,2.5,1.7,1.1
Sharon Hanson,0.3,1.0,7.9,4.1
Hannah Dominguez,10.0,1.3,8.7,10.0
Jolene Alsdon,0.3,2.9,4.6,5.9
Robert Watts,6.3,2.9,7.1,2.8
John Vasquez,10.0,4.2,0.3,2.5
Barbara Mckouen,10.0,3.2,1.9,8.4
Bonnie Smith,9.2,3.4,0.8,8.2
James Miller,10.0,10.0,3.5,2.7
Maureen Hodes,7.3,7.1,8.0,1.3
David Bare,3.5,2.4,6.6,7.1
Tracey Bianco,7.3,9.6,1.4,9.5
Megan Searson,0.6,6.8,8.8,2.3
Virginia Buckman,0.5,5.3,4.6,4.0
Chad Valdovinos,0.0,3.6,3.1,9.6
Sandra Vitucci,6.4,9.2,0.2,0.6
Joan Warner,5.4,10.0,2.7,9.1
Lucia Makhija,9.8,4.4,6.8,8.3
Lori Williams,3.1,1.7,1.8,7.3
Courtney Hansen,0.3,6.4,4.0,1.9
David Lee,10.0,2.3,4.5,10.0
Julius Shewmaker,7.8,8.2,1.4,0.1
Rosalie Bryd,9.6,6.6,1.9,8.5
Patricia Williams,8.1,7.8,9.0,3.4
Michelle Shaffer,7.9,7.6,6.6,8.0
Richard Paradis,7.3,2.6,9.8,6.9
Christine Murphy,6.4,0.9,4.9,3.8
Ryan Johnson,6.1,8.8,3.2,1.8
Shannon Bell,8.1,8.2,0.4,2.5
Robert Johnson,3.4,9.8,4.2,1.3
Jane Shields,5.7,1.1,10.0,3.0
Harvey Holt,1.4,7.5,0.6,6.5
Alfonso Jones,6.6,6.2,3.4,7.5
Peggy Mcdaniel,7.6,6.7,6.0,1.3
John Lee,9.5,5.6,6.2,3.6
Dessie Washington,8.6,6.5,0.2,2.2
Nicholas Campbell,3.4,6.9,0.0,4.3
Albert Davis,8.3,5.5,6.7,8.3
Herbert Berry,7.6,10.0,2.8,6.6
Ebony Carlin,3.9,5.0,8.0,0.6
Robert Natale,0.3,0.4,4.3,4.7
James Hernandez,0.7,7.7,1.1,7.2
Barbara Taylor,9.6,4.8,0.4,6.1
Nancy Martin,9.5,4.5,5.4,0.7
Charles Prill,9.0,0.3,2.3,5.7
Jackie Brendel,0.1,4.9,5.6,9.4
Dana Klar,4.5,0.3,2.3,7.1
Craig Terry,8.0,7.4,7.7,2.6
Joyce Fernandez,3.0,9.4,9.2,9.2
Margaret Merino,10.0,3.0,8.3,0.3
John Lingle,5.6,6.8,8.8,10.0
Tobias Cortez,4.7,6.9,4.6,5.8
Frank Boutelle,10.0,6.1,4.0,2.3
Steve Mora,7.6,1.2,7.2,7.6
Tom Kutz,3.6,1.3,8.6,4.0
Patricia Golden,1.3,2.9,9.2,1.4
Sherman Hanson,1.3,9.9,0.7,3.8
Troy Koffman,4.5,7.5,0.2,3.4
Kyle Trudell,3.0,7.6,4.6,2.0
Florence Ashley,3.7,8.8,4.0,5.7
Dennis Brule,0.8,9.5,3.0,1.2
Gerald Joseph,3.6,10.0,0.6,7.0
Leonard Adcock,4.2,7.4,5.4,2.9
Kevin Terres,1.3,4.7,6.4,2.1
John Trilli,4.3,0.2,4.2,8.7
Jane Moscoso,6.7,6.2,4.0,9.2
Ernest Quarles,9.1,10.0,3.8,7.5
Edward Moreno,3.1,9.8,8.0,8.2
Ann Farmer,1.5,0.2,0.0,2.9
Paula White,4.0,1.6,10.0,6.6
Tiffany Davis,0.6,0.4,10.0,5.9
Lisa Lopez,10.0,0.8,5.5,10.0
Michael Lerch,4.7,0.9,9.1,6.7
Barbara Daniels,10.0,6.7,0.2,1.5
Merrill Whitaker,8.7,6.0,1.3,4.9
Randall Little,9.1,2.6,10.0,2.5
John Getty,7.8,10.0,10.0,0.7
James Beasley,6.2,7.1,2.0,6.3
Bernie Swain,7.6,1.8,3.9,0.6
Wanda Brown,7.5,7.1,8.2,1.0
Pearl Thompson,5.0,9.8,0.1,3.0
Terry Wright,7.6,10.0,7.4,4.8
Dustin Summerhill,4.3,7.5,4.6,3.6
Robert Schaeffer,4.9,0.0,6.1,9.4
Rick Smith,4.6,4.8,8.6,0.6
Robert Hutchens,2.4,9.5,0.3,5.7
Arielle Macchione,4.4,1.4,2.5,1.1
Josette Franich,10.0,10.0,3.5,8.3
Cole Ball,8.3,2.4,6.7,5.2
Doris Allen,0.0,4.4,9.6,7.9
Danika Hicks,9.7,1.3,5.5,10.0
Barbara Louder,3.1,0.1,4.5,7.0
George Lewis,6.1,2.9,2.6,9.0
Angel Loch,10.0,4.7,3.1,8.7
Glenda Schaffer,6.1,4.3,10.0,8.8
Joyce Seely,0.0,1.7,8.7,7.5
Keith Yuen,9.5,2.9,8.0,9.6
Tony Fralin,8.7,10.0,7.1,0.6
Arturo Molon,0.1,6.3,10.0,5.1
Eloise Lesko,9.8,8.1,9.2,0.3
Paul Sargent,0.7,3.3,7.0,9.8
Margarita Ayala,6.7,1.8,10.0,8.8
Lois Brewer,8.8,3.6,7.6,7.6
Luann Sanchez,7.2,7.6,9.8,2.3
Linda Felix,8.2,2.5,8.6,9.3
Eileen Odonnell,1.3,2.6,2.9,2.7
Alejandro Gordon,0.5,1.3,6.4,7.4
Wayne Godwin,8.8,5.4,8.2,9.8
Christine Montgomery,7.9,2.8,1.5,0.3
Madeline Moore,5.0,7.9,4.9,2.8
Vernon Langholz,2.4,3.9,10.0,1.9
Annie Alexander,9.4,4.2,5.5,2.3
Donald Harris,6.1,3.8,3.4,8.8
Leroy Copeland,10.0,0.8,1.5,8.4
Esther Emery,8.1,6.0,4.0,3.9
Pamela Ulsamer,3.7,10.0,0.4,7.1
Steven Brafford,8.0,7.2,10.0,1.4
David Smith,7.5,1.2,5.8,3.8
Michael Mitkowski,7.7,10.0,10.0,0.6
Roger Stephens,4.0,0.5,7.3,9.3
Stuart Oliver,1.0,8.0,8.3,2.7
Tabitha Ramirez,10.0,7.0,5.7,2.4
Gina Bell,7.4,9.8,1.9,9.4
Ronald Muros,6.8,4.3,4.6,10.0
Melvin Bryon,7.9,8.9,7.7,6.3
Edith Lopez,2.7,1.8,3.2,6.2
Verona Salas,2.8,8.1,5.3,8.5
Elsa Andrade,0.8,1.5,0.1,5.8
Tommy Welch,5.9,5.1,9.8,7.7
Bernard Fierro,6.1,9.1,5.5,10.0
Candice Schultz,2.5,2.1,1.1,4.1
Frankie Tannehill,5.7,5.0,3.3,7.9
Marc Hollowell,5.1,10.0,8.3,9.4
Diana Reese,7.4,8.2,4.0,2.3
Paul Stansbury,10.0,10.0,6.8,0.2
Jessica Lara,7.9,10.0,0.3,1.6
Micheal Pape,0.4,6.1,3.5,0.0
Priscilla Chevrier,4.8,0.5,6.9,9.8
Eugene Brady,8.3,6.0,5.8,9.8
Ellen Tallerico,6.0,2.0,7.1,1.2
Raymond Selby,9.2,0.5,2.5,9.9
Timothy Ortiz,5.0,1.9,2.7,6.5
Frank Baker,9.3,3.3,4.1,10.0
Samual Gilbertson,0.6,0.8,3.4,6.4
Danelle Stephens,6.8,2.4,5.2,3.8
Judith Du,4.7,7.3,3.1,2.6
Guillermo Arriaga,8.9,5.8,0.7,4.9
Kristen Collins,2.2,6.5,9.8,8.5
Carolyn Crabtree,10.0,4.8,0.7,2.2
Jeremy Haney,9.3,10.0,6.3,6.1
Alexandria Blanton,7.5,0.7,9.1,10.0
Edward Concepcion,3.0,9.0,8.4,3.8
Robert Kelly,4.8,6.8,2.8,1.3
Herman Pratt,2.9,1.3,9.4,2.1
Robert Robinson,4.8,8.6,3.1,10.0
Jeffrey Sigler,6.7,0.6,0.9,5.2
Frances Scott,6.9,8.6,7.7,10.0
Cornelius Contreras,2.8,6.4,9.1,4.6
Margaret Friend,1.3,1.8,9.2,0.6
Lisa Williams,9.0,7.0,9.3,9.4
Richard Vineyard,2.7,4.6,10.0,3.5
Robert Holliman,9.0,9.4,2.6,0.2
Andrea Shapiro,3.8,10.0,10.0,2.5
Lisa Powe,6.0,5.3,10.0,1.6
Virginia Garcia,8.2,10.0,4.3,10.0
Stanley Caldwell,5.2,0.1,1.2,1.4
Michelle Dickie,6.7,4.3,8.7,10.0
Matthew Hansen,6.0,7.4,0.0,6.8
Philip Nelson,1.4,2.2,2.3,0.4
John Mills,6.2,2.1,10.0,3.3
Gary Curtis,2.1,2.4,10.0,3.4
Robert Morgan,4.0,9.7,8.8,2.7
Gabriel Cox,1.3,1.0,5.8,6.7
Carmen Mcilvain,3.8,2.4,7.3,5.8
Clinton Holt,5.2,5.6,6.9,4.5
Miranda Liberti,1.8,8.8,1.0,3.5
John Chavez,2.5,10.0,8.6,3.4
Daniel Ashton,3.5,2.5,3.9,6.2
Santos Rivera,5.1,2.1,4.3,0.9
Elizabeth Pereira,2.8,5.9,4.5,10.0
Bonnie Bohlke,10.0,3.3,3.0,4.0
Geneva Pace,4.9,0.8,10.0,1.0
John Olson,8.4,1.5,2.4,0.9
John Smith,1.1,5.7,5.9,10.0
Gary Robinson,5.0,6.0,4.9,6.5
Racquel Combs,3.1,5.0,4.7,7.0
Richard Tello,8.0,7.2,8.1,4.1
Phillip Scales,4.7,2.5,7.4,1.4
Allan Lopez,4.6,2.6,7.1,1.5
Charles Coleman,5.7,3.0,0.5,1.9
Ruth Parry,0.4,6.9,7.8,10.0
Jenna Hill,8.1,2.8,8.1,9.3
James Stockman,3.7,0.4,0.4,8.4
Kera Naron,7.1,8.8,9.7,1.8
Sara Manley,4.8,8.3,6.3,10.0
Thomas Jones,9.6,4.1,7.2,8.6
Randall Gaffney,9.2,10.0,3.2,2.1
Toby King,4.2,8.8,2.8,8.0
Leandra Middleton,0.0,2.5,0.4,0.4
Samuel Milton,6.6,5.8,5.7,6.9
Felix Heidler,0.4,4.8,2.5,5.3
Leroy Stern,9.9,4.4,0.9,5.7
Sharon Wexler,8.1,1.9,7.4,9.2
Marie Hanson,3.8,5.8,4.1,5.7
William Thames,5.1,5.4,5.1,2.4
Louis Steinberg,3.6,6.1,1.5,4.0
Debbie Martin,3.6,6.9,2.2,7.9
Dimple Villarreal,0.5,10.0,6.2,9.0
Luther Milewski,3.5,0.9,0.4,8.7
Robert Zeller,1.2,4.0,9.2,4.3
Juliana Gregory,9.6,8.1,9.6,1.9
Louise Longoria,2.3,1.1,1.5,4.8
Willard Dolby,3.2,2.4,10.0,9.1
Angelica Santucci,7.9,6.1,5.9,7.4
Karen Villarreal,9.4,5.1,2.8,2.7
Christopher Briscoe,9.2,5.1,2.8,2.9
Sean Gregory,5.6,7.1,1.0,3.3
David Trevathan,4.9,4.1,8.8,1.4
Wayne Padilla,2.8,6.5,4.1,1.7
Jill Mcnally,5.0,9.2,8.1,2.3
Cristi Ching,10.0,9.8,4.0,0.9
Harvey Francis,8.6,3.6,5.4,6.0
Kevin James,2.6,9.5,1.4,5.1
Catherine Smith,5.4,0.6,7.6,4.9
Scott Lind,2.6,5.9,1.4,5.5
Maria Hames,5.8,6.8,8.2,8.8
Abraham Melgarejo,10.0,5.2,5.9,2.9
Walter Bradstreet,0.7,4.1,5.4,4.4
David Crooks,9.5,9.9,2.2,5.4
Janet Mulder,3.9,2.9,5.9,0.1
Ira Hamilton,3.0,4.5,3.8,10.0
Daniel Mcgurr,3.2,0.0,6.6,2.0
Andrew Dejesus,3.1,7.4,6.0,5.7
Annette Hays,6.0,3.5,1.9,1.5
Erica Howlin,10.0,5.0,4.2,7.6
John Delarosa,3.5,4.5,10.0,7.9
Ashley Bailey,0.6,3.9,0.4,2.3
Christine Drew,7.7,6.9,10.0,2.1
Jenna Field,2.7,4.5,7.3,10.0
Ronald Caravello,8.5,1.1,0.4,8.3
Michael Carideo,2.8,10.0,1.1,10.0
Kerry Demery,3.4,7.9,8.5,4.1
Shannon Smith,8.0,4.7,10.0,3.0
John Quear,8.5,5.8,0.9,4.6
Liza Day,6.1,9.3,10.0,3.8
Ginny Berber,3.0,6.5,0.6,4.0
Michael Asmussen,7.6,1.6,1.0,5.4
Jason Hartman,2.0,8.8,3.2,6.9
David Pepper,9.4,4.0,3.6,7.4
Michael Jackson,1.1,2.9,8.5,2.8
Larry Baldwin,1.4,1.5,3.5,5.6
Robert Clark,4.7,9.3,8.3,6.4
Jan Lueck,3.8,9.4,8.7,3.0
Janice Bancroft,10.0,1.3,4.7,1.4
Jeannine Whitfield,7.4,1.7,4.8,6.6
Matthew Kabrick,5.8,8.8,4.3,8.4
Norma Albert,7.7,10.0,8.7,7.9
David Sergent,5.2,6.8,9.7,8.5
Randy Hunter,1.6,10.0,4.5,5.8
Patricia Dodimead,0.1,2.8,9.2,5.8
Kimberly Chauvin,1.8,2.0,9.6,1.1
Drucilla Friel,4.2,4.6,4.6,10.0
Steven Berube,2.6,5.5,0.4,0.0
John Mikrot,4.8,8.7,0.5,1.0
Georgia Rister,9.2,0.8,4.1,6.7
Juana Benson,1.4,2.2,8.0,10.0
Brad Hunt,10.0,0.7,1.9,8.6
Jim Segraves,8.6,3.9,7.6,2.1
David Berlinger,8.3,5.8,8.0,0.1
Victoria Moses,9.6,8.5,10.0,6.4
Carol Lande,4.5,1.7,8.6,7.3
Kevin Heinandez,3.3,4.1,1.7,10.0
Gary Beamer,2.9,0.0,9.9,7.0
David Hutchins,1.9,10.0,7.9,2.1
Reba Brown,10.0,7.0,0.9,7.1
Cesar Banks,1.3,4.6,8.2,1.7
Cathy Baker,5.3,1.3,5.3,0.1
John Moore,0.2,5.3,2.8,7.1
Toney Kerns,7.8,10.0,7.9,4.8
Connie Southern,2.2,2.9,4.9,3.7
Lois Wilson,3.4,9.4,1.3,9.9
Christopher Allamong,7.4,4.7,5.0,2.2
Nina Taylor,6.3,5.0,8.7,7.5
James Oun,3.0,3.4,10.0,3.5
Nicole Cummings,2.3,5.8,9.7,7.8
Clara Witcher,10.0,1.7,4.1,1.0
Janice Cordova,8.9,1.1,3.7,7.0
Courtney Isacs,7.8,7.0,4.8,4.8
June Wallace,4.8,6.2,7.1,4.9
Stephen Nadeau,0.4,8.8,10.0,3.5
Alan Ruda,1.8,4.7,9.7,4.5
Michael Santucci,0.9,3.0,0.3,2.9
Eric Warren,1.1,3.8,5.7,2.0
Andrew Manzano,3.4,8.0,5.8,8.2
Joellen Christian,0.1,2.3,2.7,1.3
Kenneth Berg,4.3,9.1,7.6,10.0
Dorothy Lauer,4.8,9.7,2.2,7.4
Riley Torres,6.1,1.5,10.0,5.7
Ronald Chung,6.7,7.6,9.1,1.9
Julie Tucker,2.8,1.7,8.0,8.9
Mary Chambers,6.0,0.3,0.0,5.9
William Bova,0.3,4.6,1.8,7.8
Jack Easley,9.8,5.1,3.9,4.1
Frances Morin,0.6,3.8,0.1,2.2
Linda Navarro,2.5,9.7,0.6,4.0
James Wilson,0.0,2.5,9.3,8.7
Paul Orozco,2.5,7.6,5.9,8.3
Holly Merida,5.9,9.4,6.5,10.0
Sarah Arnold,4.7,2.0,3.5,10.0
William Dibartolomeo,0.4,6.9,4.0,3.9
Roy Thomas,10.0,10.0,3.4,8.6
Mattie Wright,0.2,0.1,10.0,5.6
Matthew Dearman,4.2,7.0,10.0,10.0
Hyun Reyes,9.4,1.8,2.5,2.5
Mark Gaines,8.2,3.1,2.5,5.7
Andrew Green,1.2,1.7,2.4,4.0
Willa Gerhart,5.2,6.4,9.1,1.0
Robert Locke,1.0,0.3,1.8,0.7
Stacy Carathers,0.1,9.9,6.1,8.3
Steven Haley,2.5,5.8,9.7,5.7
Donald Close,10.0,3.0,8.9,1.5
Rachel Johnson,7.8,7.2,2.6,8.5
Elizabeth Rieke,0.4,10.0,3.2,10.0
Angie Wolcott,2.5,0.6,4.9,0.0
Patricia Mullings,1.3,6.3,6.1,10.0
Lonnie Zafar,1.8,1.6,0.4,8.5
Anna Wilburn,10.0,3.5,8.8,5.8
Bonnie Smith,10.0,9.3,3.7,4.2
Veronica Thayer,2.1,5.2,8.3,9.1
Theresa Graves,5.3,10.0,6.7,9.7
Anthony Burke,1.7,1.0,3.7,2.1
Marguerite Stewart,8.6,2.2,8.6,9.4
Della Becker,4.5,2.4,1.9,2.5
Rhonda Barnett,5.9,2.2,4.6,0.0
Patricia Davis,9.9,3.4,10.0,7.6
Stephanie Landeros,7.9,6.9,5.8,4.5
Kathleen Phillips,8.6,8.2,2.3,3.9
Kirk Garza,3.0,2.2,3.3,0.1
William Bynum,1.2,1.2,2.3,4.0
Shaun Lange,5.1,5.3,5.2,9.0
Paul Young,4.2,4.6,8.1,1.6
Joanne Williams,5.0,4.3,2.2,2.3
Lori Taylor,6.4,4.1,10.0,8.7
Deborah Ingram,9.5,5.3,6.7,7.0
Belva Hooten,1.1,1.5,6.7,7.6
Martha Hinojosa,5.1,7.3,4.7,4.4
Yolanda Louie,3.5,3.3,8.4,1.1
Laurie Broussard,2.7,0.2,2.9,1.0
Antonio Pitts,2.7,3.3,8.1,6.2
William Hemenway,3.6,9.6,4.5,5.8
Anna Fair,9.4,5.2,9.0,5.1
Jimmy Robison,8.5,9.2,10.0,1.4
Jesse Russell,3.9,10.0,4.0,2.2
Kyle Kulik,8.5,1.4,2.5,0.1
Josephine Clark,3.5,0.4,6.7,0.5
Joseph Turner,2.6,1.0,4.6,2.8
Kimberly Peoples,5.9,1.1,9.5,7.7
Alma Lopes,2.2,1.4,4.1,7.1
Sylvia Mchugh,6.3,5.8,0.6,0.4
Richard Halloran,2.1,2.3,10.0,10.0
Kelly Anderson,6.6,4.7,5.7,6.2
Maria Huff,9.7,4.8,0.1,5.1
Charles Fernberg,5.2,10.0,0.0,2.6
William Lazzari,7.9,8.8,5.6,1.0
Jason Merrill,9.9,10.0,2.0,6.3
Patricia Corbeil,4.7,2.7,8.5,4.7
Kathleen Jorgensen,10.0,2.3,2.4,0.2
Danielle Johnson,4.4,2.4,1.8,2.1
Cynthia Scoggins,6.5,5.4,1.4,3.5
Jordan Fredette,0.8,9.8,3.7,2.7
John Jones,5.2,5.5,5.4,9.8
Edward Kaman,4.8,7.9,7.1,4.4
Iris Ojeda,6.6,7.9,0.1,0.8
Josephine Moore,9.0,9.0,6.4,9.9
Jonathon Richmon,6.8,7.3,2.8,1.1
David Newton,2.8,0.2,3.3,1.6
Deborah Mcdermott,10.0,8.1,8.2,4.1
Thomas Milstead,4.0,8.7,10.0,5.2
Richard Clear,6.6,9.4,5.6,1.8
Jeff Garrell,4.3,9.8,0.8,7.6
Faith Burges,6.9,3.5,5.7,9.9
Chandra Snyder,7.4,4.8,2.7,4.1
Paris Serrano,7.5,2.3,1.1,0.9
Cynthia Capetillo,7.9,1.8,1.4,6.2
Lois Theall,8.6,7.7,10.0,3.8
Velda Britt,4.0,3.5,2.5,5.4
Angel Cooper,6.9,10.0,6.2,4.4
Bernard Gray,6.8,3.4,5.1,9.9
Lisa Nix,1.7,10.0,7.8,10.0
Norma Cunningham,9.1,4.4,0.8,6.2
Jane Cummins,3.4,10.0,5.8,1.9
George Vela,10.0,6.9,0.9,1.0
Efrain Nettles,0.1,1.6,8.6,0.3
David Langford,9.9,7.1,0.5,4.6
Kevin Thompson,6.6,7.7,7.5,1.4
Richard Chaney,10.0,8.1,6.6,0.6
Matthew Burch,10.0,7.6,8.8,0.0
Barbara Hille,3.1,8.7,1.9,9.4
Gerardo Hernandez,1.2,0.7,6.0,4.4
Vernon Yanko,10.0,9.1,3.8,4.5
Christine Higginbotham,2.3,9.8,1.7,4.9
Oliver Good,8.7,3.0,4.9,9.9
Latoya Roeber,5.3,2.1,3.8,10.0
Carol Farwell,2.3,10.0,5.2,6.6
Josefina Alvarado,2.9,7.2,1.6,10.0
Ashley Mitkowski,0.7,2.9,9.3,5.3
Henry Lloyd,2.6,8.5,4.8,1.3
Jeffrey Rodriguez,10.0,7.6,8.8,6.5
Michael Johnson,6.1,10.0,5.9,0.6
Leslie Thompson,0.1,5.4,2.3,7.4
Robert Chandler,3.0,6.9,1.9,4.5
Christopher Wolfrom,5.9,5.9,5.6,7.6
Naomi Jackson,4.2,6.4,2.7,1.7
Adrian Olson,7.3,5.5,7.6,9.3
Robert Ewing,7.7,1.9,6.8,0.0
Shirley Taylor,10.0,5.6,3.9,5.1
Mary Ashley,8.3,3.1,8.2,0.5
Carmen Craner,1.1,8.2,0.6,0.8
Mark Chan,2.0,2.1,6.3,9.4
Matthew Hottle,7.4,7.0,2.3,0.8
Georgia Obradovich,2.5,10.0,9.6,8.9
Maria Coty,5.8,6.3,9.2,6.0
Benjamin Dagel,2.7,4.9,10.0,3.6
Peter Stone,8.9,3.9,7.1,2.9
Philip Gerry,8.1,9.9,9.6,2.1
Katherine Miller,1.0,0.5,7.5,5.4
Donald Mills,6.3,0.4,6.5,5.1
Ethel Kanzenbach,3.9,6.3,1.0,4.8
Kerri Beam,2.4,2.4,4.8,3.1
Henry Vice,9.7,2.3,0.2,0.1
Melissa Buford,10.0,8.5,6.4,8.6
Tommy Perry,8.9,4.6,7.2,0.1
Angela Arvan,2.4,1.4,1.6,4.5
Jamie Gammon,9.3,4.4,6.5,8.0
Rose Dykstra,10.0,8.0,8.1,4.2
Dion Hahn,10.0,2.0,5.4,7.1
Lora Martin,4.2,0.0,7.3,6.2
Wanda Dechant,4.4,0.1,3.1,8.9
Lewis Phillips,10.0,1.5,7.4,5.2
Catherine Towe,8.0,9.8,7.4,8.8
Karen Wheatley,1.1,9.2,5.6,8.0
Mark Corral,8.1,3.8,10.0,1.7
Kristen Banuelos,1.2,0.2,1.0,3.2
Frances Kertesz,0.3,8.5,5.2,0.8
Beverly Fink,7.7,6.4,7.0,2.9
Benjamin Buckley,7.1,3.6,4.8,9.4
Robert Shipp,10.0,10.0,5.1,5.2
Jim Gottron,3.1,1.0,8.8,8.4
Robert Butler,7.9,5.8,6.9,6.2
Louis Peavy,8.0,5.5,4.8,1.6
Philip Vasquez,7.3,6.6,7.0,8.8
Melissa Cole,7.5,2.8,9.8,6.3
Jim Fontaine,10.0,4.8,3.1,8.9
Samantha Boykins,8.8,5.1,8.2,0.5
Monroe Hagen,5.0,1.0,4.6,4.7
Roland Eck,3.2,1.5,10.0,1.7
Dana Johnson,1.9,2.0,9.3,9.3
Leo Escamilla,10.0,7.5,8.5,6.5
Maxine Smith,0.3,10.0,9.8,2.0
David Rice,7.7,7.1,10.0,9.8
Joanne Baber,8.3,7.7,7.3,2.8
Adrianne Mccomber,3.8,5.7,3.8,7.7
Nicole Conder,8.6,0.7,6.4,1.9
Helen Crook,3.1,2.7,10.0,4.5
